Date,Transaction Type,No.,Name,Debit,Credit,transaction_id
2024-12-18,Journal Entry,167,None,168.71,168.71,1366
2024-12-18,Journal Entry,168,None,754.69,754.69,1367
2024-12-18,Transfer,0,None,30000.00,30000.00,1368
2024-12-21,Journal Entry,169,None,1072.94,1072.94,1369
2024-12-24,Journal Entry,170,None,730.80,730.80,1370
2024-12-27,Transfer,0,None,10000.00,10000.00,1371
2024-12-31,Deposit,0,ANZ Bank,61.76,61.76,1372
2025-01-02,Transfer,0,None,10000.00,10000.00,1373
2025-01-06,Journal Entry,185,None,57.15,57.15,1374
2025-01-09,Transfer,0,None,20500.00,20500.00,1375
2025-01-13,Expense,0,Intuit,29.00,29.00,1376
2025-01-18,Journal Entry,171,None,187.27,187.27,1377
2025-01-29,Transfer,0,None,1000.00,1000.00,1378
2025-01-31,Deposit,0,ANZ Bank,81.41,81.41,1379
2025-02-03,Transfer,0,None,2000.00,2000.00,1380
2025-02-05,Journal Entry,186,None,63.49,63.49,1381
2025-02-10,Transfer,0,None,3300.00,3300.00,1382
2025-02-13,Expense,0,Intuit,29.00,29.00,1383
2025-02-19,Journal Entry,172,None,181.25,181.25,1384
2025-02-24,Journal Entry,179,None,62408.00,62408.00,1385
2025-02-24,Journal Entry,180,None,43526.00,43526.00,1386
2025-02-24,Transfer,0,None,133800.00,133800.00,1387
2025-02-25,Expense,0,None,50000.00,50000.00,1388
2025-02-25,Transfer,0,None,15000.00,15000.00,1389
2025-02-28,Journal Entry,160,None,0.01,0.01,1390
2025-02-28,Journal Entry,161,None,56.43,56.43,1391
2025-03-03,Deposit,0,None,101800.00,101800.00,1392
2025-03-03,Transfer,0,None,50000.00,50000.00,1393
2025-03-04,Expense,0,None,50000.00,50000.00,1394
2025-03-05,Journal Entry,187,None,72.63,72.63,1395
2025-03-05,Journal Entry,188,None,0.02,0.02,1396
2025-03-10,Expense,0,None,2500.00,2500.00,1397
2025-03-17,Expense,0,Intuit,29.00,29.00,1398
2025-03-17,Expense,0,None,283.00,283.00,1399
2025-03-17,Transfer,0,None,300.00,300.00,1400
2025-03-18,Journal Entry,173,None,827.74,827.74,1401
2025-03-18,Journal Entry,174,None,533.31,533.31,1402
2025-03-18,Journal Entry,175,None,292.24,292.24,1403
2025-03-18,Journal Entry,176,None,751.14,751.14,1404
2025-03-19,Journal Entry,177,None,164.21,164.21,1405
2025-03-31,Deposit,0,ANZ Bank,6.35,6.35,1406
2025-03-31,Expense,0,ASIC,321.00,321.00,1407
2025-03-31,Transfer,0,None,3300.00,3300.00,1408
2025-04-03,Journal Entry,189,None,17.10,17.10,1409
2025-04-14,Expense,0,Intuit,29.00,29.00,1410
2025-04-17,Journal Entry,178,None,182.26,182.26,1411
2025-04-22,Deposit,0,None,99000.00,99000.00,1412
2025-04-23,Transfer,0,None,98800.00,98800.00,1413
2025-04-24,Transfer,0,None,200.00,200.00,1414
2025-04-28,Expense,0,None,283.00,283.00,1415
2025-04-30,Deposit,0,ANZ Bank,9.79,9.79,1416
2025-05-01,Deposit,0,None,50000.00,50000.00,1417
2025-05-07,Deposit,0,None,50000.00,50000.00,1418
2025-05-08,Transfer,0,None,100000.00,100000.00,1419
2025-05-12,Deposit,0,None,150000.00,150000.00,1420
2025-05-12,Transfer,0,None,256000.00,256000.00,1421
2025-05-13,Transfer,0,None,100000.00,100000.00,1422
2025-05-14,Expense,0,Intuit,29.00,29.00,1423
2025-05-14,Journal Entry,190,None,100177.08,100177.08,1424
2025-05-14,Transfer,0,None,100000.00,100000.00,1425
2025-05-16,Expense,0,None,612.16,612.16,1426
2025-05-16,Journal Entry,191,None,51657.42,51657.42,1427
2025-05-16,Transfer,0,None,100650.00,100650.00,1428
2025-05-17,Journal Entry,193,None,179.27,179.27,1429
2025-05-19,Journal Entry,192,None,50432.34,50432.34,1430
2025-05-30,Deposit,0,ANZ Bank,28.31,28.31,1431
2025-06-04,Journal Entry,194,None,77.01,77.01,1432
2025-06-13,Expense,0,Intuit,29.00,29.00,1433
2025-06-17,Journal Entry,195,None,806.86,806.86,1434
2025-06-17,Journal Entry,196,None,519.00,519.00,1435
2025-06-18,Journal Entry,197,None,286.31,286.31,1436
2025-06-18,Journal Entry,198,None,732.34,732.34,1437
2025-06-19,Journal Entry,199,None,270.06,270.06,1438
2025-06-19,Journal Entry,204,None,745.71,745.71,1439
2025-06-19,Journal Entry,205,None,178.56,178.56,1440
2025-06-30,Deposit,0,ANZ Bank,0.89,0.89,1441
2025-06-30,Journal Entry,210,None,28000.00,28000.00,1442
2025-07-10,Expense,0,Cambel Cass (Melbourne),302.50,302.50,1443
2025-07-14,Expense,0,Intuit,29.00,29.00,1444
2025-07-17,Journal Entry,200,None,213.12,213.12,1445
2025-07-17,Journal Entry,203,None,710.84,710.84,1446
2025-07-17,Journal Entry,206,None,186.73,186.73,1447
2025-07-21,Transfer,0,None,650.00,650.00,1448
2025-07-26,Journal Entry,208,None,70.00,70.00,1449
2025-07-31,Deposit,0,ANZ Bank,0.65,0.65,1450
2025-08-13,Expense,0,Intuit,29.00,29.00,1451
2025-08-15,Transfer,0,None,3860.00,3860.00,1452
2025-08-19,Journal Entry,201,None,204.38,204.38,1453
2025-08-19,Journal Entry,202,None,696.93,696.93,1454
2025-08-19,Journal Entry,207,None,185.00,185.00,1455
2025-08-28,Transfer,0,None,300.00,300.00,1456
2025-08-29,Deposit,0,ANZ Bank,0.30,0.30,1457
2025-09-12,Expense,0,Intuit,286.33,286.33,1458
