Date,Transaction Type,No.,Name,Memo/Description,Account,Debit,Credit,Balance
31/05/2019,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,1.80  ,30.73  
31/05/2019,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,0.60  ,30.13  
17/06/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,350.00  ,-319.87  
17/06/2019,Journal Entry,112,,NABPF DISTRIBUTION,ANZ Cash Management,337.76  ,,17.89  
17/06/2019,Journal Entry,113,,CBAPE DISTRIBUTION,ANZ Cash Management,"1,242.80  ",,"1,260.69  "
17/06/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,240.00  ",20.69  
20/06/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,460.00  ,-439.31  
20/06/2019,Journal Entry,114,,,ANZ Cash Management,460.16  ,,20.85  
01/07/2019,Journal Entry,115,,,ANZ Cash Management,,700.00  ,-679.15  
01/07/2019,Journal Entry,24,,,ANZ Cash Management,705.72  ,,26.57  
08/07/2019,Journal Entry,115,,,ANZ Cash Management,,650.00  ,-623.43  
07/08/2019,Journal Entry,25,,,ANZ Cash Management,640.59  ,,17.16  
13/08/2019,Journal Entry,116,,,ANZ Cash Management,"48,189.16  ",,"48,206.32  "
13/08/2019,Journal Entry,115,,,ANZ Cash Management,,"48,200.00  ",6.32  
16/09/2019,Journal Entry,26,,,ANZ Cash Management,630.80  ,,637.12  
17/09/2019,Journal Entry,27,,,ANZ Cash Management,317.97  ,,955.09  
20/09/2019,Journal Entry,28,,,ANZ Cash Management,419.56  ,,"1,374.65  "
30/09/2019,Journal Entry,29,,,ANZ Cash Management,646.80  ,,"2,021.45  "
08/10/2019,Journal Entry,30,,,ANZ Cash Management,590.10  ,,"2,611.55  "
01/11/2019,Deposit,,,ANZ INTERNET BANKING FUNDS TFER TRANSFER 738512 FROM 904758893,ANZ Cash Management,,"2,600.00  ",11.55  
04/11/2019,Deposit,,,,ANZ Cash Management,"30,000.00  ",,"30,011.55  "
05/11/2019,Expense,,,,ANZ Cash Management,,"30,000.00  ",11.55  
29/11/2019,Deposit,,,,ANZ Cash Management,0.08  ,,11.63  
16/12/2019,Journal Entry,32,,CBAPE - PERLSVIII,ANZ Cash Management,598.46  ,,610.09  
16/12/2019,Expense,,,,ANZ Cash Management,,600.00  ,10.09  
17/12/2019,Journal Entry,33,,NABPF - Capital Notes 3,ANZ Cash Management,298.83  ,,308.92  
17/12/2019,Transfer,,,,ANZ Cash Management,,300.00  ,8.92  
20/12/2019,Transfer,,,,ANZ Cash Management,,430.00  ,-421.08  
20/12/2019,Journal Entry,34,,,ANZ Cash Management,431.12  ,,10.04  
30/12/2019,Transfer,,,,ANZ Cash Management,,610.00  ,-599.96  
30/12/2019,Journal Entry,36,,,ANZ Cash Management,610.98  ,,11.02  
31/12/2019,Expense,,,,ANZ Cash Management,,0.60  ,10.42  
31/12/2019,Expense,,,,ANZ Cash Management,,0.60  ,9.82  
07/01/2020,Transfer,,,,ANZ Cash Management,,560.00  ,-550.18  
07/01/2020,Journal Entry,37,,NABPD Dividend,ANZ Cash Management,555.61  ,,5.43  
09/01/2020,Transfer,,,,ANZ Cash Management,50.00  ,,55.43  
13/02/2020,Expense,,Intuit,Quickbooks Subscription,ANZ Cash Management,,14.99  ,40.44  
16/03/2020,Deposit,,,,ANZ Cash Management,585.04  ,,625.48  
16/03/2020,Expense,,Intuit,,ANZ Cash Management,,14.99  ,610.49  
16/03/2020,Deposit,,,,ANZ Cash Management,275.64  ,,886.13  
17/03/2020,Deposit,,,,ANZ Cash Management,290.77  ,,"1,176.90  "
18/03/2020,Transfer,,,,ANZ Cash Management,,"1,100.00  ",76.90  
20/03/2020,Deposit,,,,ANZ Cash Management,430.68  ,,507.58  
20/03/2020,Transfer,,,,ANZ Cash Management,"199,980.00  ",,"200,487.58  "
20/03/2020,Transfer,,,,ANZ Cash Management,,400.00  ,"200,087.58  "
23/03/2020,Transfer,,,,ANZ Cash Management,"50,000.00  ",,"250,087.58  "
23/03/2020,Expense,,Josephine McLaren,,ANZ Cash Management,,"250,028.00  ",59.58  
30/03/2020,Deposit,,,,ANZ Cash Management,609.66  ,,669.24  
31/03/2020,Expense,,ANZ Bank,,ANZ Cash Management,,2.40  ,666.84  
31/03/2020,Transfer,,,,ANZ Cash Management,,600.00  ,66.84  
31/03/2020,Expense,,ANZ Bank,,ANZ Cash Management,,1.20  ,65.64  
31/03/2020,Deposit,,ANZ Bank,,ANZ Cash Management,1.64  ,,67.28  
31/03/2020,Transfer,,,,ANZ Cash Management,300.00  ,,367.28  
01/04/2020,Expense,,ASIC,,ANZ Cash Management,,267.00  ,100.28  
07/04/2020,Deposit,,,,ANZ Cash Management,562.87  ,,663.15  
09/04/2020,Transfer,,,,ANZ Cash Management,,600.00  ,63.15  
14/04/2020,Expense,,Intuit,,ANZ Cash Management,,14.99  ,48.16  
14/05/2020,Expense,,Intuit,,ANZ Cash Management,,14.99  ,33.17  
15/06/2020,Deposit,,Commbank,,ANZ Cash Management,190.20  ,,223.37  
15/06/2020,Expense,,Intuit,,ANZ Cash Management,,14.99  ,208.38  
15/06/2020,Deposit,,,,ANZ Cash Management,562.21  ,,770.59  
17/06/2020,Transfer,,,,ANZ Cash Management,,950.00  ,-179.41  
17/06/2020,Deposit,,NAB,,ANZ Cash Management,274.21  ,,94.80  
22/06/2020,Deposit,,ANZ Bank,,ANZ Cash Management,376.40  ,,471.20  
22/06/2020,Transfer,,,,ANZ Cash Management,,400.00  ,71.20  
30/06/2020,Journal Entry,39,,,ANZ Cash Management,"25,000.00  ",,"25,071.20  "
30/06/2020,Journal Entry,39,,,ANZ Cash Management,"69,819.80  ",,"94,891.00  "
30/06/2020,Expense,,,,ANZ Cash Management,,1.80  ,"94,889.20  "
30/06/2020,Expense,,,,ANZ Cash Management,,0.60  ,"94,888.60  "
30/06/2020,Journal Entry,40,,WBCPG Distribution,ANZ Cash Management,558.24  ,,"95,446.84  "
01/07/2020,Transfer,,,,ANZ Cash Management,,"50,000.00  ","45,446.84  "
02/07/2020,Transfer,,,,ANZ Cash Management,,"44,890.00  ",556.84  
07/07/2020,Journal Entry,41,,NABPD Distribution,ANZ Cash Management,497.09  ,,"1,053.93  "
07/07/2020,Transfer,,,,ANZ Cash Management,,950.00  ,103.93  
14/07/2020,Expense,,Intuit,,ANZ Cash Management,,14.99  ,88.94  
31/07/2020,Deposit,,ANZ Bank,,ANZ Cash Management,0.20  ,,89.14  
13/08/2020,Expense,,Intuit,,ANZ Cash Management,,14.99  ,74.15  
21/08/2020,Transfer,,,,ANZ Cash Management,"240,000.00  ",,"240,074.15  "
24/08/2020,Transfer,,,,ANZ Cash Management,,"50,000.00  ","190,074.15  "
25/08/2020,Transfer,,,,ANZ Cash Management,,"90,000.00  ","100,074.15  "
25/08/2020,Transfer,,,,ANZ Cash Management,,"50,000.00  ","50,074.15  "
26/08/2020,Transfer,,,,ANZ Cash Management,,"50,000.00  ",74.15  
31/08/2020,Deposit,,ANZ Bank,,ANZ Cash Management,1.31  ,,75.46  
08/09/2020,Journal Entry,44,,4213 RSM.AX @ 21.29 (Brokerage 21.29),ANZ Cash Management,,"89,972.81  ","-89,897.35  "
09/09/2020,Transfer,,,,ANZ Cash Management,"90,000.00  ",,102.65  
14/09/2020,Expense,,Intuit,,ANZ Cash Management,,14.99  ,87.66  
15/09/2020,Journal Entry,43,,,ANZ Cash Management,514.31  ,,601.97  
15/09/2020,Journal Entry,45,,,ANZ Cash Management,164.10  ,,766.07  
16/09/2020,Transfer,,,,ANZ Cash Management,,700.00  ,66.07  
17/09/2020,Journal Entry,46,,,ANZ Cash Management,245.96  ,,312.03  
21/09/2020,Transfer,,,,ANZ Cash Management,,600.00  ,-287.97  
21/09/2020,Journal Entry,47,,,ANZ Cash Management,335.40  ,,47.43  
30/09/2020,Expense,,ANZ Bank,,ANZ Cash Management,,0.60  ,46.83  
30/09/2020,Journal Entry,48,,,ANZ Cash Management,529.32  ,,576.15  
30/09/2020,Deposit,,ANZ Bank,,ANZ Cash Management,0.12  ,,576.27  
30/09/2020,Transfer,,,,ANZ Cash Management,,500.00  ,76.27  
07/10/2020,Journal Entry,49,,,ANZ Cash Management,490.27  ,,566.54  
07/10/2020,Transfer,,,,ANZ Cash Management,,500.00  ,66.54  
14/10/2020,Expense,,Intuit,,ANZ Cash Management,,14.99  ,51.55  
15/10/2020,Journal Entry,50,,,ANZ Cash Management,179.94  ,,231.49  
15/10/2020,Transfer,,,,ANZ Cash Management,,150.00  ,81.49  
13/11/2020,Expense,,,,ANZ Cash Management,,14.99  ,66.50  
14/12/2020,Expense,,Intuit,,ANZ Cash Management,,14.99  ,51.51  
15/12/2020,Deposit,,,,ANZ Cash Management,508.04  ,,559.55  
15/12/2020,Deposit,,,,ANZ Cash Management,161.94  ,,721.49  
17/12/2020,Deposit,,,,ANZ Cash Management,242.69  ,,964.18  
18/12/2020,Expense,,,,ANZ Cash Management,,900.00  ,64.18  
21/12/2020,Transfer,,,,ANZ Cash Management,,100.00  ,-35.82  
21/12/2020,Deposit,,,,ANZ Cash Management,334.40  ,,298.58  
30/12/2020,Deposit,,,,ANZ Cash Management,522.84  ,,821.42  
31/12/2020,Expense,,ANZ Bank,,ANZ Cash Management,,0.60  ,820.82  
05/01/2021,Transfer,,,,ANZ Cash Management,,760.00  ,60.82  
07/01/2021,Deposit,,,,ANZ Cash Management,488.35  ,,549.17  
13/01/2021,Expense,,Intuit,,ANZ Cash Management,,14.99  ,534.18  
18/01/2021,Deposit,,,,ANZ Cash Management,681.85  ,,"1,216.03  "
15/02/2021,Expense,,Intuit,,ANZ Cash Management,,14.99  ,"1,201.04  "
15/03/2021,Deposit,,,,ANZ Cash Management,495.39  ,,"1,696.43  "
15/03/2021,Deposit,,,,ANZ Cash Management,156.27  ,,"1,852.70  "
16/03/2021,Expense,,Intuit,,ANZ Cash Management,,14.99  ,"1,837.71  "
17/03/2021,Deposit,,,,ANZ Cash Management,235.59  ,,"2,073.30  "
22/03/2021,Deposit,,,,ANZ Cash Management,329.08  ,,"2,402.38  "
30/03/2021,Deposit,,,,ANZ Cash Management,508.50  ,,"2,910.88  "
07/04/2021,Deposit,,,,ANZ Cash Management,471.79  ,,"3,382.67  "
12/04/2021,Transfer,,,,ANZ Cash Management,,400.00  ,"2,982.67  "
12/04/2021,Expense,,ASIC,,ANZ Cash Management,,273.00  ,"2,709.67  "
13/04/2021,Expense,,Intuit,,ANZ Cash Management,,14.99  ,"2,694.68  "
14/05/2021,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"2,674.68  "
18/05/2021,Expense,,Australian Taxation Office,,ANZ Cash Management,,"1,410.40  ","1,264.28  "
08/06/2021,Journal Entry,53,,Sell 4213 RSM @ $21.10 (Brokerage $275.55),ANZ Cash Management,"88,618.75  ",,"89,883.03  "
11/06/2021,Transfer,,,,ANZ Cash Management,,"93,700.00  ","-3,816.97  "
14/06/2021,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"-3,836.97  "
15/06/2021,Deposit,,Commbank,,ANZ Cash Management,160.74  ,,"-3,676.23  "
15/06/2021,Deposit,,Commbank,,ANZ Cash Management,508.20  ,,"-3,168.03  "
17/06/2021,Deposit,,,,ANZ Cash Management,242.05  ,,"-2,925.98  "
18/06/2021,Transfer,,,,ANZ Cash Management,"4,095.17  ",,"1,169.19  "
21/06/2021,Deposit,,,,ANZ Cash Management,330.24  ,,"1,499.43  "
25/06/2021,Expense,,ANZ Bank,,ANZ Cash Management,,"50,000.00  ","-48,500.57  "
25/06/2021,Transfer,,,,ANZ Cash Management,"50,000.00  ",,"1,499.43  "
28/06/2021,Transfer,,,,ANZ Cash Management,,"38,000.00  ","-36,500.57  "
28/06/2021,Transfer,,,,ANZ Cash Management,"38,000.00  ",,"1,499.43  "
28/06/2021,Expense,,Cambel Cass (Melbourne),,ANZ Cash Management,,275.00  ,"1,224.43  "
30/06/2021,Journal Entry,54,,,ANZ Cash Management,522.42  ,,"1,746.85  "
30/06/2021,Journal Entry,55,,,ANZ Cash Management,0.13  ,,"1,746.98  "
07/07/2021,Deposit,,,,ANZ Cash Management,479.38  ,,"2,226.36  "
08/07/2021,Transfer,,,,ANZ Cash Management,,"2,500.00  ",-273.64  
08/07/2021,Transfer,,,,ANZ Cash Management,500.00  ,,226.36  
08/07/2021,Transfer,,,,ANZ Cash Management,"4,000.00  ",,"4,226.36  "
08/07/2021,Transfer,,,,ANZ Cash Management,,"4,000.00  ",226.36  
14/07/2021,Expense,,Intuit,,ANZ Cash Management,,20.00  ,206.36  
16/07/2021,Transfer,,,,ANZ Cash Management,,"1,400.00  ","-1,193.64  "
16/07/2021,Transfer,,,,ANZ Cash Management,"1,200.00  ",,6.36  
30/07/2021,Transfer,,,,ANZ Cash Management,20.00  ,,26.36  
13/08/2021,Expense,,Intuit,,ANZ Cash Management,,20.00  ,6.36  
08/09/2021,Transfer,,,,ANZ Cash Management,100.00  ,,106.36  
13/09/2021,Expense,,Intuit,,ANZ Cash Management,,20.00  ,86.36  
15/09/2021,Deposit,,,,ANZ Cash Management,436.38  ,,522.74  
15/09/2021,Deposit,,,,ANZ Cash Management,506.99  ,,"1,029.73  "
15/09/2021,Deposit,,,,ANZ Cash Management,160.08  ,,"1,189.81  "
17/09/2021,Deposit,,,,ANZ Cash Management,241.06  ,,"1,430.87  "
20/09/2021,Deposit,,,,ANZ Cash Management,330.08  ,,"1,760.95  "
20/09/2021,Deposit,,,,ANZ Cash Management,377.78  ,,"2,138.73  "
23/09/2021,Transfer,,,,ANZ Cash Management,,352.00  ,"1,786.73  "
29/09/2021,Transfer,,,,ANZ Cash Management,,"1,700.00  ",86.73  
07/10/2021,Deposit,,,,ANZ Cash Management,482.79  ,,569.52  
14/10/2021,Expense,,Intuit,,ANZ Cash Management,,20.00  ,549.52  
15/10/2021,Deposit,,Commbank,,ANZ Cash Management,164.89  ,,714.41  
15/10/2021,Journal Entry,59,,Redemption of 550 CBAPE @ $100,ANZ Cash Management,"55,000.00  ",,"55,714.41  "
18/10/2021,Transfer,,,,ANZ Cash Management,,"55,500.00  ",214.41  
29/10/2021,Deposit,,ANZ Bank,,ANZ Cash Management,0.04  ,,214.45  
15/11/2021,Expense,,Intuit,,ANZ Cash Management,,20.00  ,194.45  
25/11/2021,Transfer,,,,ANZ Cash Management,,"50,000.00  ","-49,805.55  "
25/11/2021,Transfer,,,,ANZ Cash Management,"50,000.00  ",,194.45  
29/11/2021,Transfer,,,,ANZ Cash Management,"2,800.00  ",,"2,994.45  "
29/11/2021,Journal Entry,61,,"Buy 150,000 VRS @ $0.059 (Brokerage $29.95)",ANZ Cash Management,,"8,879.95  ","-5,885.50  "
30/11/2021,Transfer,,,,ANZ Cash Management,"1,200.00  ",,"-4,685.50  "
30/11/2021,Transfer,,,,ANZ Cash Management,"4,800.00  ",,114.50  
03/12/2021,Transfer,,,,ANZ Cash Management,"6,000.00  ",,"6,114.50  "
06/12/2021,Journal Entry,62,,"Buy 100,000 VRS @ $0.057 (Brokerage $29.95)",ANZ Cash Management,,"5,729.95  ",384.55  
14/12/2021,Expense,,Intuit,,ANZ Cash Management,,20.00  ,364.55  
15/12/2021,Deposit,,,,ANZ Cash Management,157.65  ,,522.20  
17/12/2021,Deposit,,,,ANZ Cash Management,238.14  ,,760.34  
20/12/2021,Deposit,,,,ANZ Cash Management,329.00  ,,"1,089.34  "
20/12/2021,Deposit,,,,ANZ Cash Management,462.70  ,,"1,552.04  "
21/12/2021,Deposit,,,,ANZ Cash Management,324.90  ,,"1,876.94  "
22/12/2021,Transfer,,,,ANZ Cash Management,,"50,000.00  ","-48,123.06  "
22/12/2021,Transfer,,,,ANZ Cash Management,,250.00  ,"-48,373.06  "
22/12/2021,Transfer,,,,ANZ Cash Management,"50,000.00  ",,"1,626.94  "
22/12/2021,Transfer,,,,ANZ Cash Management,,"1,050.00  ",576.94  
31/12/2021,Deposit,,ANZ Bank,,ANZ Cash Management,0.01  ,,576.95  
07/01/2022,Deposit,,,,ANZ Cash Management,482.41  ,,"1,059.36  "
13/01/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"1,039.36  "
05/02/2022,Transfer,,,ASIC Payment for McLaren Williams Pty Ltd,ANZ Cash Management,,276.00  ,763.36  
05/02/2022,Transfer,,,,ANZ Cash Management,,"6,000.00  ","-5,236.64  "
05/02/2022,Transfer,,,,ANZ Cash Management,"5,500.00  ",,263.36  
14/02/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,243.36  
01/03/2022,Journal Entry,63,,"Sell VRS 250,000 @ $0.072 (Brokerage $55.79)",ANZ Cash Management,"17,944.21  ",,"18,187.57  "
15/03/2022,Deposit,,,,ANZ Cash Management,158.55  ,,"18,346.12  "
16/03/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"18,326.12  "
17/03/2022,Deposit,,,,ANZ Cash Management,238.88  ,,"18,565.00  "
21/03/2022,Deposit,,,,ANZ Cash Management,470.71  ,,"19,035.71  "
21/03/2022,Deposit,,,,ANZ Cash Management,332.64  ,,"19,368.35  "
21/03/2022,Deposit,,,,ANZ Cash Management,307.86  ,,"19,676.21  "
31/03/2022,Deposit,,ANZ Bank,,ANZ Cash Management,0.15  ,,"19,676.36  "
07/04/2022,Deposit,,,,ANZ Cash Management,476.30  ,,"20,152.66  "
11/04/2022,Transfer,,,,ANZ Cash Management,,"1,000.00  ","19,152.66  "
13/04/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"19,132.66  "
13/04/2022,Transfer,,,,ANZ Cash Management,,"5,000.00  ","14,132.66  "
29/04/2022,Deposit,,ANZ Bank,,ANZ Cash Management,0.13  ,,"14,132.79  "
02/05/2022,Transfer,,,,ANZ Cash Management,"44,500.00  ",,"58,632.79  "
02/05/2022,Journal Entry,65,,Buy NABPD : 80 @ $101.20 (Brokerage $29.95),ANZ Cash Management,,"8,125.95  ","50,506.84  "
02/05/2022,Journal Entry,64,,Buy SPDR S&P ASX : 1000 @ $14.75 (Brokerage : $45.73),ANZ Cash Management,,"14,795.73  ","35,711.11  "
03/05/2022,Journal Entry,66,,Buy NABPD : 55 @ $102.20 (Brokerage : 12.40),ANZ Cash Management,,"5,578.40  ","30,132.71  "
04/05/2022,Journal Entry,67,,Buy ANZ Capital Notes 4 : 260 @ $106.26 (Brokerage : $85.64),ANZ Cash Management,,"27,710.64  ","2,422.07  "
11/05/2022,Expense,,ASIC,,ANZ Cash Management,,276.00  ,"2,146.07  "
16/05/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"2,126.07  "
18/05/2022,Journal Entry,69,,Buy 1000 CNEW @ $7.26 (Brokerage $29.95),ANZ Cash Management,,"7,289.95  ","-5,163.88  "
18/05/2022,Deposit,,,,ANZ Cash Management,"1,600.00  ",,"-3,563.88  "
19/05/2022,Transfer,,,,ANZ Cash Management,"4,000.00  ",,436.12  
31/05/2022,Deposit,,ANZ Bank,,ANZ Cash Management,0.06  ,,436.18  
01/06/2022,Deposit,,Australian Taxation Office,Refund from Tax Office,ANZ Cash Management,352.00  ,,788.18  
13/06/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,768.18  
15/06/2022,Transfer,,,,ANZ Cash Management,"14,600.00  ",,"15,368.18  "
15/06/2022,Deposit,,,,ANZ Cash Management,166.98  ,,"15,535.16  "
17/06/2022,Deposit,,,,ANZ Cash Management,249.53  ,,"15,784.69  "
17/06/2022,Expense,,,,ANZ Cash Management,,"14,790.71  ",993.98  
20/06/2022,Deposit,,,,ANZ Cash Management,562.12  ,,"1,556.10  "
20/06/2022,Deposit,,,,ANZ Cash Management,488.40  ,,"2,044.50  "
21/06/2022,Deposit,,,,ANZ Cash Management,326.22  ,,"2,370.72  "
28/06/2022,Transfer,,,,ANZ Cash Management,81.28  ,,"2,452.00  "
29/06/2022,Expense,,,,ANZ Cash Management,,"1,648.90  ",803.10  
30/06/2022,Deposit,,ANZ Bank,,ANZ Cash Management,0.01  ,,803.11  
07/07/2022,Deposit,,,,ANZ Cash Management,"68,500.00  ",,"69,303.11  "
07/07/2022,Deposit,,,,ANZ Cash Management,626.09  ,,"69,929.20  "
12/07/2022,Transfer,,,Distributin from OZR,ANZ Cash Management,807.90  ,,"70,737.10  "
14/07/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"70,717.10  "
18/07/2022,Transfer,,,,ANZ Cash Management,7.96  ,,"70,725.06  "
19/07/2022,Expense,,,,ANZ Cash Management,,"39,746.83  ","30,978.23  "
22/07/2022,Expense,,,,ANZ Cash Management,,"30,032.81  ",945.42  
25/07/2022,Transfer,,,,ANZ Cash Management,130.00  ,,"1,075.42  "
29/07/2022,Deposit,,ANZ Bank,,ANZ Cash Management,0.26  ,,"1,075.68  "
11/08/2022,Transfer,,,,ANZ Cash Management,,100.00  ,975.68  
15/08/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,955.68  
16/08/2022,Deposit,,,,ANZ Cash Management,20.35  ,,976.03  
15/09/2022,Deposit,,,,ANZ Cash Management,235.83  ,,"1,211.86  "
15/09/2022,Deposit,,,,ANZ Cash Management,373.59  ,,"1,585.45  "
16/09/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"1,565.45  "
16/09/2022,Deposit,,,,ANZ Cash Management,22.73  ,,"1,588.18  "
19/09/2022,Deposit,,,,ANZ Cash Management,288.48  ,,"1,876.66  "
19/09/2022,Deposit,,,,ANZ Cash Management,355.44  ,,"2,232.10  "
20/09/2022,Deposit,,,,ANZ Cash Management,750.90  ,,"2,983.00  "
20/09/2022,Deposit,,,,ANZ Cash Management,761.11  ,,"3,744.11  "
21/09/2022,Deposit,,,,ANZ Cash Management,495.24  ,,"4,239.35  "
26/09/2022,Transfer,,,,ANZ Cash Management,,"1,000.00  ","3,239.35  "
29/09/2022,Transfer,,,,ANZ Cash Management,,250.00  ,"2,989.35  "
03/10/2022,Transfer,,,,ANZ Cash Management,,200.00  ,"2,789.35  "
03/10/2022,Transfer,,,,ANZ Cash Management,,"2,000.00  ",789.35  
14/10/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,769.35  
18/10/2022,Deposit,,,,ANZ Cash Management,19.93  ,,789.28  
14/11/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,769.28  
16/11/2022,Deposit,,Betashares,,ANZ Cash Management,22.40  ,,791.68  
02/12/2022,Transfer,,,,ANZ Cash Management,,500.00  ,291.68  
14/12/2022,Expense,,Intuit,,ANZ Cash Management,,20.00  ,271.68  
15/12/2022,Deposit,,,,ANZ Cash Management,451.85  ,,723.53  
15/12/2022,Deposit,,,,ANZ Cash Management,288.15  ,,"1,011.68  "
16/12/2022,Deposit,,Betashares,,ANZ Cash Management,22.44  ,,"1,034.12  "
19/12/2022,Deposit,,,,ANZ Cash Management,418.24  ,,"1,452.36  "
19/12/2022,Deposit,,,,ANZ Cash Management,405.93  ,,"1,858.29  "
20/12/2022,Deposit,,,,ANZ Cash Management,902.00  ,,"2,760.29  "
20/12/2022,Transfer,,,,ANZ Cash Management,,"3,500.00  ",-739.71  
20/12/2022,Deposit,,,,ANZ Cash Management,872.32  ,,132.61  
21/12/2022,Deposit,,,,ANZ Cash Management,607.86  ,,740.47  
28/12/2022,Journal Entry,74,,Sell 200 NABPF @ $107.30,ANZ Cash Management,"21,393.48  ",,"22,133.95  "
30/12/2022,Deposit,,ANZ Bank,,ANZ Cash Management,0.01  ,,"22,133.96  "
05/01/2023,Transfer,,,,ANZ Cash Management,,"9,000.00  ","13,133.96  "
12/01/2023,Deposit,,,,ANZ Cash Management,247.41  ,,"13,381.37  "
16/01/2023,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"13,361.37  "
18/01/2023,Journal Entry,75,,,ANZ Cash Management,21.92  ,,"13,383.29  "
23/01/2023,Transfer,,,,ANZ Cash Management,,"13,000.00  ",383.29  
31/01/2023,Deposit,,ANZ Bank,,ANZ Cash Management,0.10  ,,383.39  
15/02/2023,Expense,,Intuit,,ANZ Cash Management,,20.00  ,363.39  
20/02/2023,Expense,,Intuit,,ANZ Cash Management,,20.00  ,343.39  
20/03/2023,Expense,,Intuit,,ANZ Cash Management,,20.00  ,323.39  
27/03/2023,Expense,,ASIC,,ANZ Cash Management,,290.00  ,33.39  
28/03/2023,Transfer,,,,ANZ Cash Management,"3,000.00  ",,"3,033.39  "
17/04/2023,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"3,013.39  "
15/05/2023,Expense,,Intuit,,ANZ Cash Management,,20.00  ,"2,993.39  "
29/05/2023,Transfer,,,,ANZ Cash Management,,"6,900.00  ","-3,906.61  "
29/05/2023,Transfer,,,,ANZ Cash Management,"3,000.00  ",,-906.61  
29/05/2023,Transfer,,,,ANZ Cash Management,"1,000.00  ",,93.39  
01/06/2023,Transfer,,,Tax Refund,ANZ Cash Management,164.00  ,,257.39  
13/06/2023,Expense,,Intuit,,ANZ Cash Management,,20.00  ,237.39  
14/07/2023,Expense,,Intuit,,ANZ Cash Management,,20.00  ,217.39  
14/08/2023,Expense,,Intuit,,ANZ Cash Management,,20.00  ,197.39  
22/08/2023,Transfer,,,,ANZ Cash Management,400.00  ,,597.39  
22/08/2023,Journal Entry,105,,,ANZ Cash Management,,396.00  ,201.39  
