Date,Transaction Type,No.,Name,Memo/Description,Account,Debit,Credit,Balance
15/09/2020,Journal Entry,43,,,s160AQT Income (Franking Cr),,220.42  ,"50,911.30  "
15/09/2020,Journal Entry,45,,,s160AQT Income (Franking Cr),,70.33  ,"50,981.63  "
17/09/2020,Journal Entry,46,,,s160AQT Income (Franking Cr),,105.41  ,"51,087.04  "
21/09/2020,Journal Entry,47,,,s160AQT Income (Franking Cr),,143.74  ,"51,230.78  "
30/09/2020,Journal Entry,48,,,s160AQT Income (Franking Cr),,226.85  ,"51,457.63  "
07/10/2020,Journal Entry,49,,,s160AQT Income (Franking Cr),,210.12  ,"51,667.75  "
15/12/2020,Deposit,,,DIVIDEND                                FROM PERLS VIII DST   001254705229,s160AQT Income (Franking Cr),,217.73  ,"51,885.48  "
15/12/2020,Deposit,,,DIVIDEND                                FROM PERLS XII DST    001254773304,s160AQT Income (Franking Cr),,69.40  ,"51,954.88  "
17/12/2020,Deposit,,,DIVIDEND                                FROM NABPF DEC DIS    PF212/00813351,s160AQT Income (Franking Cr),,104.01  ,"52,058.89  "
21/12/2020,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM CAP NOTES 4 DIST C4D20/00614746,s160AQT Income (Franking Cr),,143.31  ,"52,202.20  "
30/12/2020,Deposit,,,DIVIDEND                                FROM WBCPG DST        001254937347,s160AQT Income (Franking Cr),,224.07  ,"52,426.27  "
07/01/2021,Deposit,,,DIVIDEND                                FROM NABPD JAN        PD213/00811036,s160AQT Income (Franking Cr),,209.29  ,"52,635.56  "
15/03/2021,Deposit,,,DIVIDEND                                FROM PERLS VIII DST   001258452226,s160AQT Income (Franking Cr),,212.31  ,"52,847.87  "
15/03/2021,Deposit,,,DIVIDEND                                FROM PERLS XII DST    001258548783,s160AQT Income (Franking Cr),,66.97  ,"52,914.84  "
17/03/2021,Deposit,,,DIVIDEND                                FROM NABPF MAR DIS    PF213/00813117,s160AQT Income (Franking Cr),,100.97  ,"53,015.81  "
22/03/2021,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM CAP NOTES 4 DIST C4M21/00614486,s160AQT Income (Franking Cr),,141.03  ,"53,156.84  "
30/03/2021,Deposit,,,DIVIDEND                                FROM WBCPG DST        001259531801,s160AQT Income (Franking Cr),,217.93  ,"53,374.77  "
07/04/2021,Deposit,,,DIVIDEND                                FROM NABPD APR        PD214/00810801,s160AQT Income (Franking Cr),,202.20  ,"53,576.97  "
15/06/2021,Deposit,,Commbank,CBAPE,s160AQT Income (Franking Cr),,217.80  ,"53,794.77  "
15/06/2021,Deposit,,Commbank,CBAPI,s160AQT Income (Franking Cr),,68.89  ,"53,863.66  "
17/06/2021,Deposit,,,DIVIDEND                                FROM NABPF JUN DIS    PF214/00812839,s160AQT Income (Franking Cr),,103.74  ,"53,967.40  "
21/06/2021,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 4  C4J21/00614108,s160AQT Income (Franking Cr),,141.53  ,"54,108.93  "
30/06/2021,Journal Entry,54,,,s160AQT Income (Franking Cr),,223.89  ,"54,332.82  "
07/07/2021,Deposit,,,DIVIDEND                                FROM NABPD JUL        PD221/00810531,s160AQT Income (Franking Cr),,205.45  ,"54,538.27  "
15/09/2021,Deposit,,,DIVIDEND                                FROM PERLS XII DST    001267190436,s160AQT Income (Franking Cr),,68.61  ,"54,606.88  "
15/09/2021,Deposit,,,DIVIDEND                                FROM WBCPG DST SEP    001267128960,s160AQT Income (Franking Cr),,187.02  ,"54,793.90  "
15/09/2021,Deposit,,,DIVIDEND                                FROM PERLS VIII DST   001267235584,s160AQT Income (Franking Cr),,217.28  ,"55,011.18  "
17/09/2021,Deposit,,,DIVIDEND                                FROM NABPF SEP DIS    PF221/00812485,s160AQT Income (Franking Cr),,103.31  ,"55,114.49  "
20/09/2021,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 4  C4S21/00613732,s160AQT Income (Franking Cr),,141.46  ,"55,255.95  "
20/09/2021,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 6  C6S21/00212915,s160AQT Income (Franking Cr),,161.91  ,"55,417.86  "
07/10/2021,Deposit,,,DIVIDEND                                FROM NABPD OCT        PD222/00810266,s160AQT Income (Franking Cr),,206.91  ,"55,624.77  "
15/10/2021,Deposit,,Commbank,,s160AQT Income (Franking Cr),,70.67  ,"55,695.44  "
15/12/2021,Deposit,,,DIVIDEND                                FROM PERLS XII DST    001270367747,s160AQT Income (Franking Cr),,67.56  ,"55,763.00  "
17/12/2021,Deposit,,,DIVIDEND                                FROM NABPF DEC DIS    PF222/00812148,s160AQT Income (Franking Cr),,102.06  ,"55,865.06  "
20/12/2021,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 6  C6D21/00212657,s160AQT Income (Franking Cr),,198.30  ,"56,063.36  "
20/12/2021,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 4  C4D21/00613294,s160AQT Income (Franking Cr),,141.00  ,"56,204.36  "
21/12/2021,Deposit,,,DIVIDEND                                FROM WBCPK DST DEC    001270489588,s160AQT Income (Franking Cr),,139.24  ,"56,343.60  "
07/01/2022,Deposit,,,DIVIDEND                                FROM NABPD JAN        PD223/00809997,s160AQT Income (Franking Cr),,206.75  ,"56,550.35  "
15/03/2022,Deposit,,,DIVIDEND                                FROM PERLS XII DST    001275216563,s160AQT Income (Franking Cr),,67.95  ,"56,618.30  "
17/03/2022,Deposit,,,DIVIDEND                                FROM NABPF MAR DIS    PF223/00811913,s160AQT Income (Franking Cr),,102.38  ,"56,720.68  "
21/03/2022,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 4  C4M22/00613033,s160AQT Income (Franking Cr),,142.56  ,"56,863.24  "
21/03/2022,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 6  C6M22/00212440,s160AQT Income (Franking Cr),,201.73  ,"57,064.97  "
21/03/2022,Deposit,,,DIVIDEND                                FROM WBCPK DST MAR    001275879285,s160AQT Income (Franking Cr),,131.94  ,"57,196.91  "
07/04/2022,Deposit,,,DIVIDEND                                FROM NABPD APR        PD224/00809773,s160AQT Income (Franking Cr),,204.13  ,"57,401.04  "
15/06/2022,Deposit,,,DIVIDEND                                FROM PERLS XII DST    001278395505,s160AQT Income (Franking Cr),,71.56  ,"57,472.60  "
17/06/2022,Deposit,,,DIVIDEND                                FROM NABPF JUN DIS    PF224/00811658,s160AQT Income (Franking Cr),,106.94  ,"57,579.54  "
20/06/2022,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 4  C4J22/00612732,s160AQT Income (Franking Cr),,240.91  ,"57,820.45  "
20/06/2022,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 6  C6J22/00212250,s160AQT Income (Franking Cr),,209.31  ,"58,029.76  "
21/06/2022,Deposit,,,DIVIDEND                                FROM WBCPK DST JUN    001278533898,s160AQT Income (Franking Cr),,139.81  ,"58,169.57  "
30/06/2022,Journal Entry,70,,,s160AQT Income (Franking Cr),,239.56  ,"58,409.13  "
07/07/2022,Deposit,,,DIVIDEND                                FROM NABPD JUL        PD23C/00805542,s160AQT Income (Franking Cr),,268.32  ,"58,677.45  "
15/09/2022,Deposit,,,DIVIDEND                                FROM PERLS XIII DST   001284108768,s160AQT Income (Franking Cr),,101.07  ,"58,778.52  "
15/09/2022,Deposit,,,DIVIDEND                                FROM PERLS XII DST    001284141878,s160AQT Income (Franking Cr),,160.11  ,"58,938.63  "
19/09/2022,Deposit,,,DIVIDEND                                FROM NABPF SEP DIS    PF231/00811611,s160AQT Income (Franking Cr),,152.33  ,"59,090.96  "
19/09/2022,Deposit,,,DIVIDEND                                FROM NABPI SEP DIS    PI231/00808161,s160AQT Income (Franking Cr),,123.63  ,"59,214.59  "
20/09/2022,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 4  C4S22/00612482,s160AQT Income (Franking Cr),,326.19  ,"59,540.78  "
20/09/2022,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 6  C6S22/00212191,s160AQT Income (Franking Cr),,321.81  ,"59,862.59  "
21/09/2022,Deposit,,,DIVIDEND                                FROM WBCPK DST        001284546853,s160AQT Income (Franking Cr),,212.25  ,"60,074.84  "
15/12/2022,Deposit,,,DIVIDEND                                FROM PERLS XII DST    001287477600,s160AQT Income (Franking Cr),,193.65  ,"60,268.49  "
15/12/2022,Deposit,,,DIVIDEND                                FROM PERLS XIII DST   001287491056,s160AQT Income (Franking Cr),,123.49  ,"60,391.98  "
19/12/2022,Deposit,,,DIVIDEND                                FROM NABPF DEC DIS    PF232/00811614,s160AQT Income (Franking Cr),,173.97  ,"60,565.95  "
19/12/2022,Deposit,,,DIVIDEND                                FROM NABPI DEC DIS    PI232/00808357,s160AQT Income (Franking Cr),,179.25  ,"60,745.20  "
20/12/2022,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM ANZ CAP NOTES 6  C6D22/00211994,s160AQT Income (Franking Cr),,386.57  ,"61,131.77  "
20/12/2022,Deposit,,,DEBENTURE/NOTE INTEREST                 FROM CAP NOTES 4 DIST C4D22/00612377,s160AQT Income (Franking Cr),,373.85  ,"61,505.62  "
21/12/2022,Deposit,,,DIVIDEND                                FROM WBCPK DST        001287818424,s160AQT Income (Franking Cr),,260.51  ,"61,766.13  "
12/01/2023,Deposit,,,,s160AQT Income (Franking Cr),,105.30  ,"61,871.43  "
15/03/2023,Journal Entry,83,,CBA Hybrid,s160AQT Income (Franking Cr),,131.31  ,"62,002.74  "
15/03/2023,Journal Entry,87,,CBA Hybrid,s160AQT Income (Franking Cr),,205.28  ,"62,208.02  "
17/03/2023,Journal Entry,86,,NAB Hybrid,s160AQT Income (Franking Cr),,183.75  ,"62,391.77  "
17/03/2023,Journal Entry,85,,NAB Hybrid,s160AQT Income (Franking Cr),,72.93  ,"62,464.70  "
20/03/2023,Journal Entry,82,,ANZ Hybrid,s160AQT Income (Franking Cr),,404.07  ,"62,868.77  "
20/03/2023,Journal Entry,81,,ANZ Hybrid,s160AQT Income (Franking Cr),,386.04  ,"63,254.81  "
21/03/2023,Journal Entry,88,,WBC Hybrid,s160AQT Income (Franking Cr),,271.18  ,"63,525.99  "
15/06/2023,Journal Entry,84,,CBA Hybrid,s160AQT Income (Franking Cr),,226.57  ,"63,752.56  "
15/06/2023,Journal Entry,99,,CBA Hybrid,s160AQT Income (Franking Cr),,145.38  ,"63,897.94  "
19/06/2023,Journal Entry,92,,NAB Hybrid,s160AQT Income (Franking Cr),,83.13  ,"63,981.07  "
19/06/2023,Journal Entry,93,,NAB Hybrid,s160AQT Income (Franking Cr),,211.25  ,"64,192.32  "
20/06/2023,Journal Entry,90,,ANZ Hybrid,s160AQT Income (Franking Cr),,445.07  ,"64,637.39  "
20/06/2023,Journal Entry,89,,ANZ Hybrid,s160AQT Income (Franking Cr),,418.66  ,"65,056.05  "
21/06/2023,Journal Entry,94,,WBC Hybrid,s160AQT Income (Franking Cr),,298.93  ,"65,354.98  "
13/07/2023,Journal Entry,110,,OZR.AX,s160AQT Income (Franking Cr),,69.27  ,"65,424.25  "
16/09/2023,Journal Entry,114,,CBAPI.AX,s160AQT Income (Franking Cr),,246.22  ,"65,670.47  "
16/09/2023,Journal Entry,115,,CBAPJ.AX,s160AQT Income (Franking Cr),,158.48  ,"65,828.95  "
19/09/2023,Journal Entry,116,,NABPI.AX,s160AQT Income (Franking Cr),,223.34  ,"66,052.29  "
19/09/2023,Journal Entry,116,,NABPF.AX,s160AQT Income (Franking Cr),,87.07  ,"66,139.36  "
21/09/2023,Journal Entry,117,,AN3PI.AX,s160AQT Income (Franking Cr),,486.97  ,"66,626.33  "
21/09/2023,Journal Entry,117,,AN3PG.AX,s160AQT Income (Franking Cr),,450.06  ,"67,076.39  "
22/09/2023,Journal Entry,118,,WBCPK.AX,s160AQT Income (Franking Cr),,325.93  ,"67,402.32  "
16/12/2023,Journal Entry,121,,CBAPI.AX,s160AQT Income (Franking Cr),,239.90  ,"67,642.22  "
16/12/2023,Journal Entry,121,,CBAPJ.AX,s160AQT Income (Franking Cr),,154.31  ,"67,796.53  "
19/12/2023,Journal Entry,122,,NABPF.AX,s160AQT Income (Franking Cr),,85.02  ,"67,881.55  "
19/12/2023,Journal Entry,122,,NABPI.AX,s160AQT Income (Franking Cr),,217.49  ,"68,099.04  "
21/12/2023,Journal Entry,123,,AN3PI.AX,s160AQT Income (Franking Cr),,157.57  ,"68,256.61  "
21/12/2023,Journal Entry,123,,AN3PG.AX,s160AQT Income (Franking Cr),,133.31  ,"68,389.92  "
21/12/2023,Journal Entry,123,,AN3PG.AX,s160AQT Income (Franking Cr),,169.68  ,"68,559.60  "
21/12/2023,Journal Entry,123,,AN3PG.AX,s160AQT Income (Franking Cr),,123.81  ,"68,683.41  "
22/12/2023,Journal Entry,124,,WBCPK.AX,s160AQT Income (Franking Cr),,316.18  ,"68,999.59  "
16/03/2024,Journal Entry,128,,CBAPJ.AX,s160AQT Income (Franking Cr),,159.31  ,"69,158.90  "
16/03/2024,Journal Entry,128,,CBAPI.AX,s160AQT Income (Franking Cr),,247.38  ,"69,406.28  "
19/03/2024,Journal Entry,129,,NABPI.AX,s160AQT Income (Franking Cr),,224.76  ,"69,631.04  "
19/03/2024,Journal Entry,129,,NABPF.AX,s160AQT Income (Franking Cr),,87.57  ,"69,718.61  "
21/03/2024,Journal Entry,130,,AN3PG.AX,s160AQT Income (Franking Cr),,288.72  ,"70,007.33  "
21/03/2024,Journal Entry,130,,AN3PI.AX,s160AQT Income (Franking Cr),,312.77  ,"70,320.10  "
22/03/2024,Journal Entry,131,,WBCPK.AX,s160AQT Income (Franking Cr),,326.21  ,"70,646.31  "
18/06/2024,Journal Entry,137,,,s160AQT Income (Franking Cr),,160.95  ,"70,807.26  "
18/06/2024,Journal Entry,136,,,s160AQT Income (Franking Cr),,249.93  ,"71,057.19  "
18/06/2024,Journal Entry,138,,,s160AQT Income (Franking Cr),,87.48  ,"71,144.67  "
18/06/2024,Journal Entry,139,,,s160AQT Income (Franking Cr),,224.50  ,"71,369.17  "
20/06/2024,Journal Entry,140,,,s160AQT Income (Franking Cr),,355.26  ,"71,724.43  "
22/06/2024,Journal Entry,141,,,s160AQT Income (Franking Cr),,328.91  ,"72,053.34  "
17/09/2024,Journal Entry,150,,CBAPI.AX,s160AQT Income (Franking Cr),,250.81  ,"72,304.15  "
17/09/2024,Journal Entry,151,,CBAPJ.AX,s160AQT Income (Franking Cr),,161.54  ,"72,465.69  "
18/09/2024,Journal Entry,153,,NABPI.AX,s160AQT Income (Franking Cr),,227.49  ,"72,693.18  "
18/09/2024,Journal Entry,152,,NABPF.AX,s160AQT Income (Franking Cr),,88.62  ,"72,781.80  "
20/09/2024,Journal Entry,209,,AN3PI.AX,s160AQT Income (Franking Cr),,82.27  ,"72,864.07  "
21/09/2024,Journal Entry,154,,AN3PI.AX,s160AQT Income (Franking Cr),,152.80  ,"73,016.87  "
24/09/2024,Journal Entry,155,,WBCPK.AX,s160AQT Income (Franking Cr),,220.56  ,"73,237.43  "
17/12/2024,Journal Entry,164,,CBAPI.AX,s160AQT Income (Franking Cr),,249.62  ,"73,487.05  "
17/12/2024,Journal Entry,165,,CBAPJ.AX,s160AQT Income (Franking Cr),,160.79  ,"73,647.84  "
18/12/2024,Journal Entry,168,,NAPBPI.AX,s160AQT Income (Franking Cr),,226.41  ,"73,874.25  "
18/12/2024,Journal Entry,166,,NABPF.AX,s160AQT Income (Franking Cr),,88.14  ,"73,962.39  "
21/12/2024,Journal Entry,169,,AN3PI.AX,s160AQT Income (Franking Cr),,247.60  ,"74,209.99  "
24/12/2024,Journal Entry,170,,WBCPK.AX,s160AQT Income (Franking Cr),,219.24  ,"74,429.23  "
18/03/2025,Journal Entry,173,,CBAPI.AX,s160AQT Income (Franking Cr),,248.32  ,"74,677.55  "
18/03/2025,Journal Entry,175,,NABPF.AX,s160AQT Income (Franking Cr),,87.67  ,"74,765.22  "
18/03/2025,Journal Entry,174,,CBAPJ.AX,s160AQT Income (Franking Cr),,159.99  ,"74,925.21  "
18/03/2025,Journal Entry,176,,NABPI.AX,s160AQT Income (Franking Cr),,225.34  ,"75,150.55  "
17/06/2025,Journal Entry,195,,CBAPI.AX,s160AQT Income (Franking Cr),,242.06  ,"75,392.61  "
17/06/2025,Journal Entry,196,,CBAPJ.AX,s160AQT Income (Franking Cr),,155.70  ,"75,548.31  "
18/06/2025,Journal Entry,198,,NABPI.AX,s160AQT Income (Franking Cr),,219.70  ,"75,768.01  "
18/06/2025,Journal Entry,197,,NABPF.AX,s160AQT Income (Franking Cr),,85.89  ,"75,853.90  "
19/06/2025,Journal Entry,204,,HBRD.AX,s160AQT Income (Franking Cr),,62.64  ,"75,916.54  "
19/06/2025,Journal Entry,199,,BHYB.AX,s160AQT Income (Franking Cr),,65.77  ,"75,982.31  "
,,,,,,,"A$75,982.31  ",
,,,,,,,,
30/06/2023,Journal Entry,107,,,Trust Distributions,,"9,176.00  ","9,176.00  "
,,,,,,   ,"A$9,176.00  ",
,,,,,,,,
30/06/2005,Journal Entry,2,,,Trust Distributions:McLaren Williams Consulting,,"184,126.39  ","184,126.39  "
30/06/2006,Journal Entry,7,,,Trust Distributions:McLaren Williams Consulting,,"183,000.00  ","367,126.39  "
30/06/2007,Journal Entry,11,,,Trust Distributions:McLaren Williams Consulting,,"178,000.00  ","545,126.39  "
30/06/2009,Journal Entry,24,,,Trust Distributions:McLaren Williams Consulting,,"76,215.95  ","621,342.34  "
30/06/2010,Journal Entry,33,,,Trust Distributions:McLaren Williams Consulting,,"26,773.26  ","648,115.60  "
,,,,,,   ,"A$648,115.60  ",
,,,,,,,,
30/06/2009,Journal Entry,24,,,Trust Distributions:McLaren Williams Family,,"113,933.46  ","113,933.46  "
,,,,,,   ,"A$113,933.46  ",
,,,,,,,"A$771,225.06  ",
,,,,,,,,
01/07/2010,Cheque Expense,,Commbank,,Bank Service Charges,1.00  ,,1.00  
02/08/2010,Cheque Expense,,Commbank,,Bank Service Charges,1.00  ,,2.00  
06/08/2010,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,4.50  
08/09/2011,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,7.00  
07/10/2011,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,9.50  
08/11/2011,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,12.00  
06/12/2011,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,14.50  
06/01/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,17.00  
08/02/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,19.50  
08/03/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,22.00  
05/04/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,24.50  
08/05/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,27.00  
08/06/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,29.50  
06/07/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,32.00  
08/08/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,34.50  
07/09/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,37.00  
08/10/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,39.50  
08/11/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,42.00  
07/12/2012,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,44.50  
08/01/2013,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,47.00  
08/02/2013,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,49.50  
08/03/2013,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,52.00  
08/04/2013,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,54.50  
08/05/2013,Cheque Expense,2,ANZ Bank,,Bank Service Charges,2.50  ,,57.00  
08/06/2013,Cheque Expense,3,ANZ Bank,,Bank Service Charges,2.50  ,,59.50  
08/07/2013,Cheque Expense,4,ANZ Bank,,Bank Service Charges,2.50  ,,62.00  
08/08/2013,Cheque Expense,5,ANZ Bank,,Bank Service Charges,2.50  ,,64.50  
08/09/2013,Cheque Expense,6,ANZ Bank,,Bank Service Charges,2.50  ,,67.00  
08/10/2013,Cheque Expense,7,ANZ Bank,,Bank Service Charges,2.50  ,,69.50  
08/11/2013,Cheque Expense,9,ANZ Bank,,Bank Service Charges,2.50  ,,72.00  
08/12/2013,Cheque Expense,10,ANZ Bank,,Bank Service Charges,2.50  ,,74.50  
08/01/2014,Cheque Expense,11,ANZ Bank,,Bank Service Charges,2.50  ,,77.00  
08/02/2014,Cheque Expense,12,ANZ Bank,,Bank Service Charges,2.50  ,,79.50  
08/03/2014,Cheque Expense,13,ANZ Bank,,Bank Service Charges,2.50  ,,82.00  
08/04/2014,Cheque Expense,14,ANZ Bank,,Bank Service Charges,2.50  ,,84.50  
08/05/2014,Cheque Expense,15,ANZ Bank,,Bank Service Charges,2.50  ,,87.00  
08/06/2014,Cheque Expense,16,ANZ Bank,,Bank Service Charges,2.50  ,,89.50  
08/07/2014,Cheque Expense,17,ANZ Bank,,Bank Service Charges,2.50  ,,92.00  
08/08/2014,Cheque Expense,18,ANZ Bank,,Bank Service Charges,2.50  ,,94.50  
08/09/2014,Cheque Expense,19,ANZ Bank,,Bank Service Charges,2.50  ,,97.00  
08/10/2014,Cheque Expense,20,ANZ Bank,,Bank Service Charges,2.50  ,,99.50  
08/11/2014,Cheque Expense,21,ANZ Bank,,Bank Service Charges,2.50  ,,102.00  
08/12/2014,Cheque Expense,22,ANZ Bank,,Bank Service Charges,2.50  ,,104.50  
08/01/2015,Cheque Expense,23,ANZ Bank,,Bank Service Charges,2.50  ,,107.00  
08/02/2015,Cheque Expense,24,ANZ Bank,,Bank Service Charges,2.50  ,,109.50  
08/03/2015,Cheque Expense,25,ANZ Bank,,Bank Service Charges,2.50  ,,112.00  
08/04/2015,Cheque Expense,26,ANZ Bank,,Bank Service Charges,2.50  ,,114.50  
08/05/2015,Cheque Expense,27,ANZ Bank,,Bank Service Charges,2.50  ,,117.00  
08/06/2015,Cheque Expense,28,ANZ Bank,,Bank Service Charges,2.50  ,,119.50  
08/07/2015,Cheque Expense,29,ANZ Bank,,Bank Service Charges,2.50  ,,122.00  
08/08/2015,Cheque Expense,30,ANZ Bank,,Bank Service Charges,2.50  ,,124.50  
08/09/2015,Cheque Expense,31,ANZ Bank,,Bank Service Charges,2.50  ,,127.00  
08/10/2015,Cheque Expense,32,ANZ Bank,,Bank Service Charges,2.50  ,,129.50  
08/11/2015,Cheque Expense,33,ANZ Bank,,Bank Service Charges,2.50  ,,132.00  
08/12/2015,Cheque Expense,34,ANZ Bank,,Bank Service Charges,2.50  ,,134.50  
08/01/2016,Cheque Expense,35,ANZ Bank,,Bank Service Charges,2.50  ,,137.00  
08/02/2016,Cheque Expense,36,ANZ Bank,,Bank Service Charges,2.50  ,,139.50  
08/03/2016,Cheque Expense,37,ANZ Bank,,Bank Service Charges,2.50  ,,142.00  
08/04/2016,Cheque Expense,38,ANZ Bank,,Bank Service Charges,2.50  ,,144.50  
08/05/2016,Cheque Expense,39,ANZ Bank,,Bank Service Charges,2.50  ,,147.00  
08/06/2016,Cheque Expense,40,ANZ Bank,,Bank Service Charges,2.50  ,,149.50  
08/07/2016,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,152.00  
08/08/2016,Cheque Expense,42,ANZ Bank,,Bank Service Charges,2.50  ,,154.50  
08/09/2016,Cheque Expense,43,ANZ Bank,,Bank Service Charges,2.50  ,,157.00  
08/10/2016,Cheque Expense,44,ANZ Bank,,Bank Service Charges,2.50  ,,159.50  
08/11/2016,Cheque Expense,45,ANZ Bank,,Bank Service Charges,2.50  ,,162.00  
08/12/2016,Cheque Expense,46,ANZ Bank,,Bank Service Charges,2.50  ,,164.50  
06/01/2017,Cheque Expense,,ANZ Bank,,Bank Service Charges,2.50  ,,167.00  
08/02/2017,Cheque Expense,48,ANZ Bank,,Bank Service Charges,2.50  ,,169.50  
08/03/2017,Cheque Expense,49,ANZ Bank,,Bank Service Charges,2.50  ,,172.00  
08/04/2017,Cheque Expense,50,ANZ Bank,,Bank Service Charges,2.50  ,,174.50  
08/05/2017,Cheque Expense,,ANZ Bank,,Bank Service Charges,0.40  ,,174.90  
08/05/2017,Cheque Expense,,ANZ Bank,,Bank Service Charges,0.40  ,,175.30  
08/05/2017,Cheque Expense,51,ANZ Bank,,Bank Service Charges,2.50  ,,177.80  
08/06/2017,Cheque Expense,52,ANZ Bank,,Bank Service Charges,2.50  ,,180.30  
08/07/2017,Cheque Expense,53,ANZ Bank,,Bank Service Charges,2.50  ,,182.80  
08/08/2017,Cheque Expense,54,ANZ Bank,,Bank Service Charges,2.50  ,,185.30  
08/09/2017,Cheque Expense,55,ANZ Bank,,Bank Service Charges,2.50  ,,187.80  
08/09/2017,Cheque Expense,,ANZ Bank,,Bank Service Charges,0.60  ,,188.40  
08/10/2017,Cheque Expense,56,ANZ Bank,,Bank Service Charges,2.50  ,,190.90  
08/11/2017,Cheque Expense,57,ANZ Bank,,Bank Service Charges,2.50  ,,193.40  
08/12/2017,Cheque Expense,58,ANZ Bank,,Bank Service Charges,2.50  ,,195.90  
08/01/2018,Cheque Expense,59,ANZ Bank,,Bank Service Charges,2.50  ,,198.40  
08/02/2018,Cheque Expense,60,ANZ Bank,,Bank Service Charges,2.50  ,,200.90  
08/03/2018,Cheque Expense,61,ANZ Bank,,Bank Service Charges,2.50  ,,203.40  
08/04/2018,Cheque Expense,62,ANZ Bank,,Bank Service Charges,2.50  ,,205.90  
08/05/2018,Cheque Expense,63,ANZ Bank,,Bank Service Charges,2.50  ,,208.40  
08/06/2018,Cheque Expense,64,ANZ Bank,,Bank Service Charges,2.50  ,,210.90  
29/03/2019,Cheque Expense,,ANZ Bank,,Bank Service Charges,3.00  ,,213.90  
29/03/2019,Cheque Expense,,ANZ Bank,,Bank Service Charges,0.60  ,,214.50  
31/05/2019,Cheque Expense,,ANZ Bank,,Bank Service Charges,0.60  ,,215.10  
31/05/2019,Cheque Expense,,ANZ Bank,,Bank Service Charges,1.80  ,,216.90  
31/12/2019,Expense,,,"1 EXCESS EFTPOS, PHONE BANKING,         AUTOMATIC TRANSACTIONS - FEE",Bank Service Charges,0.60  ,,217.50  
31/12/2019,Expense,,,1 EXCESS INTERNET/ONLINE TRANSACTIONS   - FEE,Bank Service Charges,0.60  ,,218.10  
23/03/2020,Expense,,Josephine McLaren,EB 13644                                TO 310837,Bank Service Charges,28.00  ,,246.10  
31/03/2020,Expense,,ANZ Bank,4 EXCESS INTERNET/ONLINE TRANSACTIONS   - FEE,Bank Service Charges,2.40  ,,248.50  
31/03/2020,Expense,,ANZ Bank,"2 EXCESS EFTPOS, PHONE BANKING,         AUTOMATIC TRANSACTIONS - FEE",Bank Service Charges,1.20  ,,249.70  
30/06/2020,Expense,,,"3 EXCESS EFTPOS, PHONE BANKING,         AUTOMATIC TRANSACTIONS - FEE",Bank Service Charges,1.80  ,,251.50  
30/06/2020,Expense,,,1 EXCESS INTERNET/ONLINE TRANSACTIONS   - FEE,Bank Service Charges,0.60  ,,252.10  
30/09/2020,Expense,,ANZ Bank,"1 EXCESS EFTPOS, PHONE BANKING,         AUTOMATIC TRANSACTIONS - FEE",Bank Service Charges,0.60  ,,252.70  
